title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,0.722,0.758,11.0,-4.477,0.0,0.0471,0.0111,0.0,0.308,0.62,128.047,audio_features,7LcfRTgAVTs5pQGEQgUEzN,spotify:track:7LcfRTgAVTs5pQGEQgUEzN,https://api.spotify.com/v1/tracks/7LcfRTgAVTs5pQGEQgUEzN,https://api.spotify.com/v1/audio-analysis/7LcfRTgAVTs5pQGEQgUEzN,201160.0,4.0
Feel This Moment (feat. Christina Aguilera),Pitbull,0.673,0.758,7.0,-3.632,1.0,0.158,0.039,0.0,0.341,0.542,135.956,audio_features,0Hf4aIJpsN4Os2f0y0VqWl,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,https://api.spotify.com/v1/tracks/0Hf4aIJpsN4Os2f0y0VqWl,https://api.spotify.com/v1/audio-analysis/0Hf4aIJpsN4Os2f0y0VqWl,229507.0,4.0
Fighter,Christina Aguilera,0.435,0.92,4.0,-1.357,0.0,0.201,0.235,0.000353,0.552,0.45,188.899,audio_features,7nXq1vaZiz7PdbfojpPjW5,spotify:track:7nXq1vaZiz7PdbfojpPjW5,https://api.spotify.com/v1/tracks/7nXq1vaZiz7PdbfojpPjW5,https://api.spotify.com/v1/audio-analysis/7nXq1vaZiz7PdbfojpPjW5,245960.0,4.0
Beautiful,Christina Aguilera,0.456,0.573,5.0,-3.866,0.0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,audio_features,3TCauNPqFiniaYHBvEVoHG,spotify:track:3TCauNPqFiniaYHBvEVoHG,https://api.spotify.com/v1/tracks/3TCauNPqFiniaYHBvEVoHG,https://api.spotify.com/v1/audio-analysis/3TCauNPqFiniaYHBvEVoHG,238560.0,4.0
This Christmas,Christina Aguilera,0.575,0.744,1.0,-5.466,1.0,0.0603,0.0687,0.0,0.0723,0.701,183.79,audio_features,32h59T8q2SonUPJ006lyXt,spotify:track:32h59T8q2SonUPJ006lyXt,https://api.spotify.com/v1/tracks/32h59T8q2SonUPJ006lyXt,https://api.spotify.com/v1/audio-analysis/32h59T8q2SonUPJ006lyXt,241507.0,4.0
Hurt,Christina Aguilera,0.327,0.295,4.0,-6.907,0.0,0.0313,0.775,0.0,0.107,0.143,148.574,audio_features,6gDXbcILAyBa2skSdbUYq7,spotify:track:6gDXbcILAyBa2skSdbUYq7,https://api.spotify.com/v1/tracks/6gDXbcILAyBa2skSdbUYq7,https://api.spotify.com/v1/audio-analysis/6gDXbcILAyBa2skSdbUYq7,243373.0,4.0
Dirrty (feat. Redman),Christina Aguilera,0.64,0.889,2.0,-3.073,1.0,0.322,0.107,0.0,0.339,0.436,99.931,audio_features,59ZTxQo8rBycIXPLUIKvE2,spotify:track:59ZTxQo8rBycIXPLUIKvE2,https://api.spotify.com/v1/tracks/59ZTxQo8rBycIXPLUIKvE2,https://api.spotify.com/v1/audio-analysis/59ZTxQo8rBycIXPLUIKvE2,298853.0,4.0
Say Something,A Great Big World,0.407,0.147,2.0,-8.822,1.0,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,audio_features,6Vc5wAMmXdKIAM7WUoEb7N,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/tracks/6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/audio-analysis/6Vc5wAMmXdKIAM7WUoEb7N,229400.0,3.0
Have Yourself a Merry Little Christmas,Christina Aguilera,0.244,0.274,8.0,-10.433,1.0,0.04,0.871,1.18e-05,0.0897,0.164,68.534,audio_features,0iV9yfj1knFNOSEiuTHZwl,spotify:track:0iV9yfj1knFNOSEiuTHZwl,https://api.spotify.com/v1/tracks/0iV9yfj1knFNOSEiuTHZwl,https://api.spotify.com/v1/audio-analysis/0iV9yfj1knFNOSEiuTHZwl,243133.0,4.0
Genie In a Bottle,Christina Aguilera,0.633,0.8,1.0,-6.945,1.0,0.166,0.209,0.000123,0.137,0.913,175.716,audio_features,11mwFrKvLXCbcVGNxffGyP,spotify:track:11mwFrKvLXCbcVGNxffGyP,https://api.spotify.com/v1/tracks/11mwFrKvLXCbcVGNxffGyP,https://api.spotify.com/v1/audio-analysis/11mwFrKvLXCbcVGNxffGyP,217573.0,4.0
Dionysus,BTS,0.502,0.91,7.0,-2.769,1.0,0.107,0.04,0.0,0.319,0.588,176.084,audio_features,2Wkm4JBcIV2uSuu4qlbqFN,spotify:track:2Wkm4JBcIV2uSuu4qlbqFN,https://api.spotify.com/v1/tracks/2Wkm4JBcIV2uSuu4qlbqFN,https://api.spotify.com/v1/audio-analysis/2Wkm4JBcIV2uSuu4qlbqFN,249215.0,4.0
The Cult of Dionysus,The Orion Experience,0.661,0.836,1.0,-4.079,0.0,0.0297,0.00615,0.0,0.032,0.799,137.507,audio_features,08KTQSs3ickNki7FFTb6fY,spotify:track:08KTQSs3ickNki7FFTb6fY,https://api.spotify.com/v1/tracks/08KTQSs3ickNki7FFTb6fY,https://api.spotify.com/v1/audio-analysis/08KTQSs3ickNki7FFTb6fY,187385.0,4.0
Runaround Sue,Dion,0.364,0.607,2.0,-9.791,1.0,0.125,0.451,0.0,0.251,0.598,79.987,audio_features,1DndHckdH9m5rp6gYP086b,spotify:track:1DndHckdH9m5rp6gYP086b,https://api.spotify.com/v1/tracks/1DndHckdH9m5rp6gYP086b,https://api.spotify.com/v1/audio-analysis/1DndHckdH9m5rp6gYP086b,171600.0,4.0
Dione,Teide,0.447,0.0136,2.0,-26.598,1.0,0.0432,0.985,0.931,0.108,0.14,67.659,audio_features,0OyfmSpjOUz6k0swecwQEw,spotify:track:0OyfmSpjOUz6k0swecwQEw,https://api.spotify.com/v1/tracks/0OyfmSpjOUz6k0swecwQEw,https://api.spotify.com/v1/audio-analysis/0OyfmSpjOUz6k0swecwQEw,148662.0,4.0
I Say a Little Prayer,Dionne Warwick,0.512,0.415,7.0,-7.642,1.0,0.0608,0.872,0.0,0.184,0.714,147.2,audio_features,05XkMS2YVNfPNXepMScPRJ,spotify:track:05XkMS2YVNfPNXepMScPRJ,https://api.spotify.com/v1/tracks/05XkMS2YVNfPNXepMScPRJ,https://api.spotify.com/v1/audio-analysis/05XkMS2YVNfPNXepMScPRJ,188360.0,4.0
Dream Lover,Dion,0.358,0.525,0.0,-10.077,1.0,0.0356,0.473,0.0,0.167,0.891,71.257,audio_features,5UvR3VWxfVVKMgGrD3XZVj,spotify:track:5UvR3VWxfVVKMgGrD3XZVj,https://api.spotify.com/v1/tracks/5UvR3VWxfVVKMgGrD3XZVj,https://api.spotify.com/v1/audio-analysis/5UvR3VWxfVVKMgGrD3XZVj,138667.0,4.0
Dionysus,The Buttertones,0.331,0.61,9.0,-8.138,1.0,0.0293,0.00269,0.0548,0.14,0.55,132.746,audio_features,7wYU1avLwl1Gtkib8OTrZp,spotify:track:7wYU1avLwl1Gtkib8OTrZp,https://api.spotify.com/v1/tracks/7wYU1avLwl1Gtkib8OTrZp,https://api.spotify.com/v1/audio-analysis/7wYU1avLwl1Gtkib8OTrZp,209040.0,4.0
pouring outside,dyl dion,0.783,0.589,7.0,-8.32,1.0,0.0381,0.677,0.0685,0.108,0.326,107.494,audio_features,7g1251d41qVR8kq6yz9XXa,spotify:track:7g1251d41qVR8kq6yz9XXa,https://api.spotify.com/v1/tracks/7g1251d41qVR8kq6yz9XXa,https://api.spotify.com/v1/audio-analysis/7g1251d41qVR8kq6yz9XXa,156250.0,4.0
Walk on By,Dionne Warwick,0.7,0.33,5.0,-9.027,1.0,0.0303,0.719,8.6e-05,0.136,0.524,98.605,audio_features,3xsOtNxtBW0oTI1OWKAzTm,spotify:track:3xsOtNxtBW0oTI1OWKAzTm,https://api.spotify.com/v1/tracks/3xsOtNxtBW0oTI1OWKAzTm,https://api.spotify.com/v1/audio-analysis/3xsOtNxtBW0oTI1OWKAzTm,178333.0,4.0
The Wanderer,Dion,0.59,0.546,7.0,-10.213,1.0,0.0436,0.301,0.0,0.0936,0.855,114.04,audio_features,3v8d3ku3kiTZVPxEt7a2dE,spotify:track:3v8d3ku3kiTZVPxEt7a2dE,https://api.spotify.com/v1/tracks/3v8d3ku3kiTZVPxEt7a2dE,https://api.spotify.com/v1/audio-analysis/3v8d3ku3kiTZVPxEt7a2dE,168640.0,4.0
I Try,Macy Gray,0.593,0.642,2.0,-7.284,1.0,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,5TAf4lnZCZTLlZHNZMLFLi,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,239440.0,4.0
Macy Gray,Lil Beezy,0.713,0.489,8.0,-7.382,0.0,0.252,0.000308,0.0,0.309,0.522,152.091,audio_features,7fJh7Cc57HMXfhQNxyGZXK,spotify:track:7fJh7Cc57HMXfhQNxyGZXK,https://api.spotify.com/v1/tracks/7fJh7Cc57HMXfhQNxyGZXK,https://api.spotify.com/v1/audio-analysis/7fJh7Cc57HMXfhQNxyGZXK,153234.0,4.0
Leave Me Lonely,Ariana Grande,0.445,0.446,8.0,-7.468,0.0,0.0312,0.599,2.21e-05,0.339,0.389,90.927,audio_features,4Xg2NUXyF7cgvwSOs6PiSa,spotify:track:4Xg2NUXyF7cgvwSOs6PiSa,https://api.spotify.com/v1/tracks/4Xg2NUXyF7cgvwSOs6PiSa,https://api.spotify.com/v1/audio-analysis/4Xg2NUXyF7cgvwSOs6PiSa,229680.0,3.0
Beautiful,Macy Gray,0.68,0.369,5.0,-10.324,0.0,0.0326,0.129,0.0,0.0413,0.452,83.014,audio_features,2HmRPjlluf3MYsRoDsZzwW,spotify:track:2HmRPjlluf3MYsRoDsZzwW,https://api.spotify.com/v1/tracks/2HmRPjlluf3MYsRoDsZzwW,https://api.spotify.com/v1/audio-analysis/2HmRPjlluf3MYsRoDsZzwW,222067.0,4.0
Out Of Love,Busty and the Bass,0.757,0.718,2.0,-6.009,1.0,0.184,0.0185,1.1e-05,0.376,0.379,107.068,audio_features,3hNywmR93yvj68y2zl8mRt,spotify:track:3hNywmR93yvj68y2zl8mRt,https://api.spotify.com/v1/tracks/3hNywmR93yvj68y2zl8mRt,https://api.spotify.com/v1/audio-analysis/3hNywmR93yvj68y2zl8mRt,290893.0,4.0
Still,Macy Gray,0.609,0.631,11.0,-6.957,1.0,0.0545,0.0622,4.01e-05,0.0671,0.476,143.938,audio_features,3N0F0Q3VNFkSFqTkhQ14kq,spotify:track:3N0F0Q3VNFkSFqTkhQ14kq,https://api.spotify.com/v1/tracks/3N0F0Q3VNFkSFqTkhQ14kq,https://api.spotify.com/v1/audio-analysis/3N0F0Q3VNFkSFqTkhQ14kq,255093.0,4.0
"Intoxicated (feat. Raekwon, Method Man & Macy Gray)",Ol' Dirty Bastard,0.895,0.57,6.0,-6.321,1.0,0.122,0.0578,0.0,0.05,0.766,88.22,audio_features,0Glqiq3IX84Q28x8SW4CQe,spotify:track:0Glqiq3IX84Q28x8SW4CQe,https://api.spotify.com/v1/tracks/0Glqiq3IX84Q28x8SW4CQe,https://api.spotify.com/v1/audio-analysis/0Glqiq3IX84Q28x8SW4CQe,257067.0,4.0
Do Something,Macy Gray,0.591,0.858,11.0,-4.975,0.0,0.195,0.157,3.4e-06,0.0762,0.854,167.84,audio_features,2AY1zwE1QeM42wBOk3vsTI,spotify:track:2AY1zwE1QeM42wBOk3vsTI,https://api.spotify.com/v1/tracks/2AY1zwE1QeM42wBOk3vsTI,https://api.spotify.com/v1/audio-analysis/2AY1zwE1QeM42wBOk3vsTI,252000.0,4.0
First Time,Macy Gray,0.494,0.0644,7.0,-19.065,1.0,0.0409,0.888,0.0,0.112,0.0958,115.089,audio_features,2km0Pwo18ZINnBh67fgRA3,spotify:track:2km0Pwo18ZINnBh67fgRA3,https://api.spotify.com/v1/tracks/2km0Pwo18ZINnBh67fgRA3,https://api.spotify.com/v1/audio-analysis/2km0Pwo18ZINnBh67fgRA3,251000.0,4.0
Into The Deep,Galactic,0.578,0.567,10.0,-6.288,1.0,0.0314,0.0202,1e-06,0.246,0.215,136.063,audio_features,1ihtjid4pu4fMMnu6eQPjw,spotify:track:1ihtjid4pu4fMMnu6eQPjw,https://api.spotify.com/v1/tracks/1ihtjid4pu4fMMnu6eQPjw,https://api.spotify.com/v1/audio-analysis/1ihtjid4pu4fMMnu6eQPjw,222853.0,4.0
Infinity,Jaymes Young,0.671,0.673,11.0,-6.941,0.0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,audio_features,1SOClUWhOi8vHZYMz3GluK,spotify:track:1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/tracks/1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/audio-analysis/1SOClUWhOi8vHZYMz3GluK,237720.0,4.0
Happiest Year,Jaymes Young,0.502,0.168,1.0,-14.061,1.0,0.0486,0.885,0.0,0.111,0.355,112.881,audio_features,219slQu3ALbTSAe9P22hvE,spotify:track:219slQu3ALbTSAe9P22hvE,https://api.spotify.com/v1/tracks/219slQu3ALbTSAe9P22hvE,https://api.spotify.com/v1/audio-analysis/219slQu3ALbTSAe9P22hvE,228443.0,3.0
I'll Be Good,Jaymes Young,0.389,0.277,7.0,-10.757,1.0,0.0323,0.698,0.0,0.0966,0.125,89.32,audio_features,4JuJZzGcswQszYiKJSnC6i,spotify:track:4JuJZzGcswQszYiKJSnC6i,https://api.spotify.com/v1/tracks/4JuJZzGcswQszYiKJSnC6i,https://api.spotify.com/v1/audio-analysis/4JuJZzGcswQszYiKJSnC6i,247347.0,4.0
I'll Keep Loving You,David Guetta,0.645,0.573,11.0,-6.249,0.0,0.0281,0.143,0.000161,0.0852,0.271,127.978,audio_features,518ci31nBxd6LNhnF8cbtc,spotify:track:518ci31nBxd6LNhnF8cbtc,https://api.spotify.com/v1/tracks/518ci31nBxd6LNhnF8cbtc,https://api.spotify.com/v1/audio-analysis/518ci31nBxd6LNhnF8cbtc,188907.0,3.0
Feel Something,Jaymes Young,0.61,0.59,11.0,-7.325,0.0,0.0362,0.694,2.32e-06,0.15,0.352,137.838,audio_features,0vMI3AJPQMjytAu8XMWr65,spotify:track:0vMI3AJPQMjytAu8XMWr65,https://api.spotify.com/v1/tracks/0vMI3AJPQMjytAu8XMWr65,https://api.spotify.com/v1/audio-analysis/0vMI3AJPQMjytAu8XMWr65,217400.0,4.0
I'll Keep Loving You,David Guetta,0.645,0.573,11.0,-6.249,0.0,0.0281,0.143,0.000161,0.0852,0.271,127.978,audio_features,03V1kzEHgaPM9sUNRGFM85,spotify:track:03V1kzEHgaPM9sUNRGFM85,https://api.spotify.com/v1/tracks/03V1kzEHgaPM9sUNRGFM85,https://api.spotify.com/v1/audio-analysis/03V1kzEHgaPM9sUNRGFM85,188907.0,3.0
Habits of My Heart,Jaymes Young,0.392,0.498,9.0,-7.63,0.0,0.117,0.665,0.000118,0.34,0.59,72.048,audio_features,0elXIl26ZrovBULLTrEGK6,spotify:track:0elXIl26ZrovBULLTrEGK6,https://api.spotify.com/v1/tracks/0elXIl26ZrovBULLTrEGK6,https://api.spotify.com/v1/audio-analysis/0elXIl26ZrovBULLTrEGK6,210639.0,4.0
Infinity - Piano Version,Jaymes Young,0.642,0.232,2.0,-13.378,0.0,0.0388,0.912,7.91e-05,0.108,0.111,113.884,audio_features,2S6cDmfUgWiMMf6DNbg4dJ,spotify:track:2S6cDmfUgWiMMf6DNbg4dJ,https://api.spotify.com/v1/tracks/2S6cDmfUgWiMMf6DNbg4dJ,https://api.spotify.com/v1/audio-analysis/2S6cDmfUgWiMMf6DNbg4dJ,235654.0,4.0
Infinity - PRETTY YOUNG Remix,Jaymes Young,0.543,0.595,11.0,-8.61,0.0,0.0477,0.0432,0.000247,0.101,0.338,122.052,audio_features,1Ojla43J1ys8xjbwzHS8Tu,spotify:track:1Ojla43J1ys8xjbwzHS8Tu,https://api.spotify.com/v1/tracks/1Ojla43J1ys8xjbwzHS8Tu,https://api.spotify.com/v1/audio-analysis/1Ojla43J1ys8xjbwzHS8Tu,210500.0,4.0
Stone,Jaymes Young,0.565,0.255,7.0,-12.151,1.0,0.0322,0.792,2.07e-06,0.0986,0.121,110.015,audio_features,1ezFtClxTMcS2AotqjTZX5,spotify:track:1ezFtClxTMcS2AotqjTZX5,https://api.spotify.com/v1/tracks/1ezFtClxTMcS2AotqjTZX5,https://api.spotify.com/v1/audio-analysis/1ezFtClxTMcS2AotqjTZX5,216573.0,4.0
What's Love Got to Do with It,Tina Turner,0.851,0.406,1.0,-11.631,1.0,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,audio_features,4kOfxxnW1ukZdsNbCKY9br,spotify:track:4kOfxxnW1ukZdsNbCKY9br,https://api.spotify.com/v1/tracks/4kOfxxnW1ukZdsNbCKY9br,https://api.spotify.com/v1/audio-analysis/4kOfxxnW1ukZdsNbCKY9br,226880.0,4.0
What's Love Got to Do with It - 2015 Remaster,Tina Turner,0.855,0.48,1.0,-8.902,1.0,0.0588,0.254,2.16e-05,0.151,0.798,97.793,audio_features,3ErsOxqe2RmXkR65wkygDz,spotify:track:3ErsOxqe2RmXkR65wkygDz,https://api.spotify.com/v1/tracks/3ErsOxqe2RmXkR65wkygDz,https://api.spotify.com/v1/audio-analysis/3ErsOxqe2RmXkR65wkygDz,230240.0,4.0
What's Love Got to Do with It,Kygo,0.75,0.664,8.0,-5.908,0.0,0.154,0.275,0.0,0.0632,0.617,105.023,audio_features,3Be7CLdHZpyzsVijme39cW,spotify:track:3Be7CLdHZpyzsVijme39cW,https://api.spotify.com/v1/tracks/3Be7CLdHZpyzsVijme39cW,https://api.spotify.com/v1/audio-analysis/3Be7CLdHZpyzsVijme39cW,208156.0,4.0
Proud Mary,Tina Turner,0.397,0.499,2.0,-10.972,1.0,0.0685,0.0766,1.55e-06,0.111,0.367,171.067,audio_features,6gJdDnF2TzfA1WPMXuCa3x,spotify:track:6gJdDnF2TzfA1WPMXuCa3x,https://api.spotify.com/v1/tracks/6gJdDnF2TzfA1WPMXuCa3x,https://api.spotify.com/v1/audio-analysis/6gJdDnF2TzfA1WPMXuCa3x,327400.0,4.0
The Best,Tina Turner,0.651,0.87,0.0,-5.149,1.0,0.0318,0.103,0.00815,0.0979,0.729,103.857,audio_features,4OeFQtRyT7vsLnRTv7t8YT,spotify:track:4OeFQtRyT7vsLnRTv7t8YT,https://api.spotify.com/v1/tracks/4OeFQtRyT7vsLnRTv7t8YT,https://api.spotify.com/v1/audio-analysis/4OeFQtRyT7vsLnRTv7t8YT,330253.0,4.0
We Don't Need Another Hero (Thunderdome),Tina Turner,0.69,0.674,8.0,-5.866,0.0,0.0471,0.201,0.00612,0.114,0.713,98.851,audio_features,1qyJ6XpMHdsJD8pkiA7Qww,spotify:track:1qyJ6XpMHdsJD8pkiA7Qww,https://api.spotify.com/v1/tracks/1qyJ6XpMHdsJD8pkiA7Qww,https://api.spotify.com/v1/audio-analysis/1qyJ6XpMHdsJD8pkiA7Qww,255187.0,4.0
The Best,Tina Turner,0.662,0.737,0.0,-9.54,1.0,0.0296,0.108,0.0191,0.119,0.744,103.867,audio_features,6pPWRBubXOBAHnjl5ZIujB,spotify:track:6pPWRBubXOBAHnjl5ZIujB,https://api.spotify.com/v1/tracks/6pPWRBubXOBAHnjl5ZIujB,https://api.spotify.com/v1/audio-analysis/6pPWRBubXOBAHnjl5ZIujB,329800.0,4.0
Private Dancer - Single Edit,Tina Turner,0.639,0.669,4.0,-7.574,0.0,0.0507,0.225,0.00117,0.1,0.57,116.22,audio_features,623ZeL2lWuz5v03TVkRBZa,spotify:track:623ZeL2lWuz5v03TVkRBZa,https://api.spotify.com/v1/tracks/623ZeL2lWuz5v03TVkRBZa,https://api.spotify.com/v1/audio-analysis/623ZeL2lWuz5v03TVkRBZa,240480.0,4.0
What's Love Got to Do with It,Tina Turner,0.851,0.406,1.0,-11.631,1.0,0.0662,0.219,6.79e-06,0.0853,0.793,97.84,audio_features,6FcQD1qOpqV8NdhY45sKyI,spotify:track:6FcQD1qOpqV8NdhY45sKyI,https://api.spotify.com/v1/tracks/6FcQD1qOpqV8NdhY45sKyI,https://api.spotify.com/v1/audio-analysis/6FcQD1qOpqV8NdhY45sKyI,226880.0,4.0
The Best - Edit,Tina Turner,0.68,0.701,0.0,-10.46,1.0,0.0275,0.0341,0.00479,0.114,0.824,103.789,audio_features,2W2ieVidLIx9TDvxu0ZT6F,spotify:track:2W2ieVidLIx9TDvxu0ZT6F,https://api.spotify.com/v1/tracks/2W2ieVidLIx9TDvxu0ZT6F,https://api.spotify.com/v1/audio-analysis/2W2ieVidLIx9TDvxu0ZT6F,253593.0,4.0
California Dreamin' - Single Version,The Mamas & The Papas,0.552,0.608,1.0,-9.786,0.0,0.0345,0.352,0.0,0.0533,0.637,112.367,audio_features,4s6LhHAV5SEsOV0lC2tjvJ,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/tracks/4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/audio-analysis/4s6LhHAV5SEsOV0lC2tjvJ,162373.0,4.0
Dream A Little Dream Of Me,The Mamas & The Papas,0.413,0.313,7.0,-13.138,1.0,0.0519,0.791,1.5e-06,0.0727,0.349,92.515,audio_features,27hhIs2fp6w06N5zx4Eaa5,spotify:track:27hhIs2fp6w06N5zx4Eaa5,https://api.spotify.com/v1/tracks/27hhIs2fp6w06N5zx4Eaa5,https://api.spotify.com/v1/audio-analysis/27hhIs2fp6w06N5zx4Eaa5,194427.0,4.0
Venice Queen,Red Hot Chili Peppers,0.346,0.85,0.0,-4.669,1.0,0.0426,0.00451,0.000726,0.109,0.159,130.745,audio_features,3ZIw7nCYObqthuWCuDrCu0,spotify:track:3ZIw7nCYObqthuWCuDrCu0,https://api.spotify.com/v1/tracks/3ZIw7nCYObqthuWCuDrCu0,https://api.spotify.com/v1/audio-analysis/3ZIw7nCYObqthuWCuDrCu0,367027.0,4.0
Dedicated To The One I Love,The Mamas & The Papas,0.396,0.452,7.0,-8.809,1.0,0.0326,0.814,0.0,0.192,0.307,103.264,audio_features,1mFrjW8e8fuAOowlU3Q3Dr,spotify:track:1mFrjW8e8fuAOowlU3Q3Dr,https://api.spotify.com/v1/tracks/1mFrjW8e8fuAOowlU3Q3Dr,https://api.spotify.com/v1/audio-analysis/1mFrjW8e8fuAOowlU3Q3Dr,178733.0,4.0
California Dreamin',The Mamas & The Papas,0.548,0.728,1.0,-6.631,0.0,0.0367,0.424,0.0,0.0525,0.649,112.332,audio_features,1ZEOIhSn6BKErV59bIgn76,spotify:track:1ZEOIhSn6BKErV59bIgn76,https://api.spotify.com/v1/tracks/1ZEOIhSn6BKErV59bIgn76,https://api.spotify.com/v1/audio-analysis/1ZEOIhSn6BKErV59bIgn76,160373.0,4.0
I Dig Rock and Roll Music,"Peter, Paul and Mary",0.701,0.512,2.0,-9.148,1.0,0.0424,0.156,0.0,0.322,0.701,121.834,audio_features,6XQZ6hb6ynQafnlSA0JSH4,spotify:track:6XQZ6hb6ynQafnlSA0JSH4,https://api.spotify.com/v1/tracks/6XQZ6hb6ynQafnlSA0JSH4,https://api.spotify.com/v1/audio-analysis/6XQZ6hb6ynQafnlSA0JSH4,151707.0,4.0
California Dreamin',The Mamas & The Papas,0.554,0.667,1.0,-10.226,0.0,0.0342,0.628,0.0,0.0486,0.597,112.749,audio_features,63rva3TBizr6x1Yp5uwKfD,spotify:track:63rva3TBizr6x1Yp5uwKfD,https://api.spotify.com/v1/tracks/63rva3TBizr6x1Yp5uwKfD,https://api.spotify.com/v1/audio-analysis/63rva3TBizr6x1Yp5uwKfD,157960.0,4.0
"Monday, Monday - Single Version",The Mamas & The Papas,0.488,0.464,1.0,-9.496,1.0,0.0284,0.742,0.0,0.57,0.709,109.853,audio_features,3EFb1qDgIqf9MegIryKtDj,spotify:track:3EFb1qDgIqf9MegIryKtDj,https://api.spotify.com/v1/tracks/3EFb1qDgIqf9MegIryKtDj,https://api.spotify.com/v1/audio-analysis/3EFb1qDgIqf9MegIryKtDj,208293.0,4.0
Venice Queen,Red Hot Chili Peppers,0.345,0.853,0.0,-4.662,1.0,0.0434,0.00432,0.000635,0.109,0.14,130.81,audio_features,2pTkbTFJ6QAVAuVzdfUzU4,spotify:track:2pTkbTFJ6QAVAuVzdfUzU4,https://api.spotify.com/v1/tracks/2pTkbTFJ6QAVAuVzdfUzU4,https://api.spotify.com/v1/audio-analysis/2pTkbTFJ6QAVAuVzdfUzU4,367027.0,4.0
Creeque Alley - Single Version,The Mamas & The Papas,0.615,0.754,4.0,-6.104,1.0,0.0379,0.721,0.0,0.077,0.786,145.299,audio_features,2pfEVSZdq5McocgAYWhgLu,spotify:track:2pfEVSZdq5McocgAYWhgLu,https://api.spotify.com/v1/tracks/2pfEVSZdq5McocgAYWhgLu,https://api.spotify.com/v1/audio-analysis/2pfEVSZdq5McocgAYWhgLu,228680.0,4.0
Someone You Loved,Lewis Capaldi,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161.0,4.0
Bruises,Lewis Capaldi,0.736,0.308,4.0,-7.83,1.0,0.0677,0.946,0.0,0.186,0.361,111.202,audio_features,4Of7rzpRpV1mWRbhp5rAqG,spotify:track:4Of7rzpRpV1mWRbhp5rAqG,https://api.spotify.com/v1/tracks/4Of7rzpRpV1mWRbhp5rAqG,https://api.spotify.com/v1/audio-analysis/4Of7rzpRpV1mWRbhp5rAqG,220492.0,4.0
Before You Go,Lewis Capaldi,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,audio_features,2gMXnyrvIjhVBUZwvLZDMP,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/tracks/2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/audio-analysis/2gMXnyrvIjhVBUZwvLZDMP,215107.0,4.0
Pointless,Lewis Capaldi,0.325,0.59,4.0,-3.943,1.0,0.0495,0.0686,0.0,0.104,0.278,180.449,audio_features,4JBiO7wRnE6ueszEUpo347,spotify:track:4JBiO7wRnE6ueszEUpo347,https://api.spotify.com/v1/tracks/4JBiO7wRnE6ueszEUpo347,https://api.spotify.com/v1/audio-analysis/4JBiO7wRnE6ueszEUpo347,235752.0,3.0
Forget Me,Lewis Capaldi,0.669,0.742,1.0,-3.518,0.0,0.0441,0.296,0.0,0.355,0.716,101.982,audio_features,5uSFGgIfHMT3osrAd9n9ym,spotify:track:5uSFGgIfHMT3osrAd9n9ym,https://api.spotify.com/v1/tracks/5uSFGgIfHMT3osrAd9n9ym,https://api.spotify.com/v1/audio-analysis/5uSFGgIfHMT3osrAd9n9ym,203472.0,4.0
Grace,Lewis Capaldi,0.722,0.565,4.0,-5.848,1.0,0.0335,0.435,0.0,0.165,0.488,104.483,audio_features,0pEkK8MqbmGSX7fT8WLMbR,spotify:track:0pEkK8MqbmGSX7fT8WLMbR,https://api.spotify.com/v1/tracks/0pEkK8MqbmGSX7fT8WLMbR,https://api.spotify.com/v1/audio-analysis/0pEkK8MqbmGSX7fT8WLMbR,185658.0,4.0
